,ACTION-BUFFER-SIZE,ARK2,CLIP-REWARD,DISCOUNT,ENV,EPS-DECAY,EPSILON,EXPLORE,FRAMESTACK,K_ACT,K_EXP,M,PROJECTION,Reward,SEED,STATE-DIM,STICKY-ACTIONS,Step,TIME-SIG,Unnamed: 0,human,normalized_reward,rainbow,random,simple
778,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1220.0,1.0,250.0,False,42500,100.0,778,7387.8,0.062188298260552236,861.8,811.0,979.4
779,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1420.0,1.0,250.0,False,45000,100.0,779,7387.8,0.09259822406033327,861.8,811.0,979.4
780,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1140.0,1.0,250.0,False,47500,100.0,780,7387.8,0.050024327940639816,861.8,811.0,979.4
781,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1240.0,1.0,250.0,False,50000,100.0,781,7387.8,0.06522929084053035,861.8,811.0,979.4
782,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1320.0,1.0,250.0,False,52500,100.0,782,7387.8,0.07739326116044276,861.8,811.0,979.4
783,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1440.0,1.0,250.0,False,55000,100.0,783,7387.8,0.0956392166403114,861.8,811.0,979.4
784,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1700.0,1.0,250.0,False,57500,100.0,784,7387.8,0.13517212018002675,861.8,811.0,979.4
785,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1360.0,1.0,250.0,False,60000,100.0,785,7387.8,0.08347524632039897,861.8,811.0,979.4
786,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1280.0,1.0,250.0,False,62500,100.0,786,7387.8,0.07131127600048656,861.8,811.0,979.4
787,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1200.0,1.0,250.0,False,65000,100.0,787,7387.8,0.059147305680574136,861.8,811.0,979.4
788,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1400.0,1.0,250.0,False,67500,100.0,788,7387.8,0.08955723148035519,861.8,811.0,979.4
789,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1360.0,1.0,250.0,False,70000,100.0,789,7387.8,0.08347524632039897,861.8,811.0,979.4
790,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,550.0,0.0,250.0,False,2500,100.0,790,7387.8,-0.03968495316871427,861.8,811.0,979.4
791,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,520.0,0.0,250.0,False,5000,100.0,791,7387.8,-0.044246442038681416,861.8,811.0,979.4
792,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,500.0,0.0,250.0,False,7500,100.0,792,7387.8,-0.04728743461865953,861.8,811.0,979.4
793,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,720.0,0.0,250.0,False,10000,100.0,793,7387.8,-0.013836516238900377,861.8,811.0,979.4
794,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1000.0,0.0,250.0,False,12500,100.0,794,7387.8,0.028737379880793088,861.8,811.0,979.4
795,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,760.0,0.0,250.0,False,15000,100.0,795,7387.8,-0.007754531078944166,861.8,811.0,979.4
796,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,940.0,0.0,250.0,False,17500,100.0,796,7387.8,0.019614402140858776,861.8,811.0,979.4
797,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1080.0,0.0,250.0,False,20000,100.0,797,7387.8,0.04090135020070551,861.8,811.0,979.4
798,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1080.0,0.0,250.0,False,22500,100.0,798,7387.8,0.04090135020070551,861.8,811.0,979.4
799,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1140.0,0.0,250.0,False,25000,100.0,799,7387.8,0.050024327940639816,861.8,811.0,979.4
800,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1280.0,0.0,250.0,False,27500,100.0,800,7387.8,0.07131127600048656,861.8,811.0,979.4
801,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1420.0,0.0,250.0,False,30000,100.0,801,7387.8,0.09259822406033327,861.8,811.0,979.4
802,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1380.0,0.0,250.0,False,32500,100.0,802,7387.8,0.08651623890037707,861.8,811.0,979.4
803,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1260.0,0.0,250.0,False,35000,100.0,803,7387.8,0.06827028342050845,861.8,811.0,979.4
804,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1300.0,0.0,250.0,False,37500,100.0,804,7387.8,0.07435226858046466,861.8,811.0,979.4
805,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1520.0,0.0,250.0,False,40000,100.0,805,7387.8,0.1078031869602238,861.8,811.0,979.4
806,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1580.0,0.0,250.0,False,42500,100.0,806,7387.8,0.11692616470015813,861.8,811.0,979.4
807,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1800.0,0.0,250.0,False,45000,100.0,807,7387.8,0.1503770830799173,861.8,811.0,979.4
808,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1780.0,0.0,250.0,False,47500,100.0,808,7387.8,0.14733609049993918,861.8,811.0,979.4
809,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1740.0,0.0,250.0,False,50000,100.0,809,7387.8,0.14125410533998298,861.8,811.0,979.4
810,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1720.0,0.0,250.0,False,52500,100.0,810,7387.8,0.13821311276000486,861.8,811.0,979.4
811,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1800.0,0.0,250.0,False,55000,100.0,811,7387.8,0.1503770830799173,861.8,811.0,979.4
812,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1840.0,0.0,250.0,False,57500,100.0,812,7387.8,0.1564590682398735,861.8,811.0,979.4
813,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2100.0,0.0,250.0,False,60000,100.0,813,7387.8,0.19599197177958885,861.8,811.0,979.4
814,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2500.0,0.0,250.0,False,62500,100.0,814,7387.8,0.2568118233791509,861.8,811.0,979.4
815,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2040.0,0.0,250.0,False,65000,100.0,815,7387.8,0.1868689940396545,861.8,811.0,979.4
816,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1980.0,0.0,250.0,False,67500,100.0,816,7387.8,0.17774601629972026,861.8,811.0,979.4
817,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2580.0,0.0,250.0,False,70000,100.0,817,7387.8,0.2689757936990634,861.8,811.0,979.4
818,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2340.0,0.0,250.0,False,72500,100.0,818,7387.8,0.2324838827393261,861.8,811.0,979.4
819,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,600.0,2.0,250.0,False,2500,100.0,819,7387.8,-0.032082471718769004,861.8,811.0,979.4
820,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,580.0,2.0,250.0,False,5000,100.0,820,7387.8,-0.03512346429874711,861.8,811.0,979.4
821,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,660.0,2.0,250.0,False,7500,100.0,821,7387.8,-0.02295949397883469,861.8,811.0,979.4
822,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,720.0,2.0,250.0,False,10000,100.0,822,7387.8,-0.013836516238900377,861.8,811.0,979.4
823,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,620.0,2.0,250.0,False,12500,100.0,823,7387.8,-0.0290414791387909,861.8,811.0,979.4
824,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,700.0,2.0,250.0,False,15000,100.0,824,7387.8,-0.016877508818878482,861.8,811.0,979.4
825,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,700.0,2.0,250.0,False,17500,100.0,825,7387.8,-0.016877508818878482,861.8,811.0,979.4
826,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,660.0,2.0,250.0,False,20000,100.0,826,7387.8,-0.02295949397883469,861.8,811.0,979.4
827,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,700.0,2.0,250.0,False,22500,100.0,827,7387.8,-0.016877508818878482,861.8,811.0,979.4
828,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,580.0,2.0,250.0,False,25000,100.0,828,7387.8,-0.03512346429874711,861.8,811.0,979.4
829,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,720.0,2.0,250.0,False,27500,100.0,829,7387.8,-0.013836516238900377,861.8,811.0,979.4
830,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,920.0,2.0,250.0,False,30000,100.0,830,7387.8,0.016573409560880673,861.8,811.0,979.4
831,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1000.0,2.0,250.0,False,32500,100.0,831,7387.8,0.028737379880793088,861.8,811.0,979.4
832,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1020.0,2.0,250.0,False,35000,100.0,832,7387.8,0.0317783724607712,861.8,811.0,979.4
833,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1100.0,2.0,250.0,False,37500,100.0,833,7387.8,0.04394234278068362,861.8,811.0,979.4
834,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1120.0,2.0,250.0,False,40000,100.0,834,7387.8,0.04698333536066172,861.8,811.0,979.4
835,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1080.0,2.0,250.0,False,42500,100.0,835,7387.8,0.04090135020070551,861.8,811.0,979.4
836,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,980.0,2.0,250.0,False,45000,100.0,836,7387.8,0.025696387300814985,861.8,811.0,979.4
837,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,980.0,2.0,250.0,False,47500,100.0,837,7387.8,0.025696387300814985,861.8,811.0,979.4
838,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,980.0,2.0,250.0,False,50000,100.0,838,7387.8,0.025696387300814985,861.8,811.0,979.4
839,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,960.0,2.0,250.0,False,52500,100.0,839,7387.8,0.022655394720836882,861.8,811.0,979.4
840,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1020.0,2.0,250.0,False,55000,100.0,840,7387.8,0.0317783724607712,861.8,811.0,979.4
841,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1000.0,2.0,250.0,False,57500,100.0,841,7387.8,0.028737379880793088,861.8,811.0,979.4
842,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,900.0,2.0,250.0,False,60000,100.0,842,7387.8,0.013532416980902566,861.8,811.0,979.4
843,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1060.0,2.0,250.0,False,62500,100.0,843,7387.8,0.037860357620727404,861.8,811.0,979.4
844,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1100.0,2.0,250.0,False,65000,100.0,844,7387.8,0.04394234278068362,861.8,811.0,979.4
845,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1040.0,2.0,250.0,False,67500,100.0,845,7387.8,0.0348193650407493,861.8,811.0,979.4
846,80000.0,2364.0,False,0.95,chopper_command,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,980.0,2.0,250.0,False,70000,100.0,846,7387.8,0.025696387300814985,861.8,811.0,979.4
847,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,600.0,0.0,250.0,False,2500,100.0,847,35829.4,-0.4064250326361637,16185.3,10780.5,62583.6
848,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,40.0,0.0,250.0,False,5000,100.0,848,35829.4,-0.4287813037698262,16185.3,10780.5,62583.6
849,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,360.0,0.0,250.0,False,7500,100.0,849,35829.4,-0.4160062916934476,16185.3,10780.5,62583.6
850,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,540.0,0.0,250.0,False,10000,100.0,850,35829.4,-0.4088203474004846,16185.3,10780.5,62583.6
851,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,600.0,0.0,250.0,False,12500,100.0,851,35829.4,-0.4064250326361637,16185.3,10780.5,62583.6
852,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,960.0,0.0,250.0,False,15000,100.0,852,35829.4,-0.3920531440502377,16185.3,10780.5,62583.6
853,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1040.0,0.0,250.0,False,17500,100.0,853,35829.4,-0.3888593910311431,16185.3,10780.5,62583.6
854,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1160.0,0.0,250.0,False,20000,100.0,854,35829.4,-0.3840687615025011,16185.3,10780.5,62583.6
855,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1020.0,0.0,250.0,False,22500,100.0,855,35829.4,-0.3896578292859168,16185.3,10780.5,62583.6
856,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1000.0,0.0,250.0,False,25000,100.0,856,35829.4,-0.3904562675406904,16185.3,10780.5,62583.6
857,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1260.0,0.0,250.0,False,27500,100.0,857,35829.4,-0.3800765702286328,16185.3,10780.5,62583.6
858,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1400.0,0.0,250.0,False,30000,100.0,858,35829.4,-0.3744875024452171,16185.3,10780.5,62583.6
859,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1920.0,0.0,250.0,False,32500,100.0,859,35829.4,-0.3537281078211019,16185.3,10780.5,62583.6
860,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1940.0,0.0,250.0,False,35000,100.0,860,35829.4,-0.35292966956632826,16185.3,10780.5,62583.6
861,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1920.0,0.0,250.0,False,37500,100.0,861,35829.4,-0.3537281078211019,16185.3,10780.5,62583.6
862,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1980.0,0.0,250.0,False,40000,100.0,862,35829.4,-0.3513327930567809,16185.3,10780.5,62583.6
863,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1700.0,0.0,250.0,False,42500,100.0,863,35829.4,-0.36251092862361217,16185.3,10780.5,62583.6
864,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1940.0,0.0,250.0,False,45000,100.0,864,35829.4,-0.35292966956632826,16185.3,10780.5,62583.6
865,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2020.0,0.0,250.0,False,47500,100.0,865,35829.4,-0.3497359165472336,16185.3,10780.5,62583.6
866,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1980.0,0.0,250.0,False,50000,100.0,866,35829.4,-0.3513327930567809,16185.3,10780.5,62583.6
867,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1980.0,0.0,250.0,False,52500,100.0,867,35829.4,-0.3513327930567809,16185.3,10780.5,62583.6
868,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2180.0,0.0,250.0,False,55000,100.0,868,35829.4,-0.3433484105090443,16185.3,10780.5,62583.6
869,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2320.0,0.0,250.0,False,57500,100.0,869,35829.4,-0.33775934272562863,16185.3,10780.5,62583.6
870,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2420.0,0.0,250.0,False,60000,100.0,870,35829.4,-0.33376715145176034,16185.3,10780.5,62583.6
871,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2640.0,0.0,250.0,False,62500,100.0,871,35829.4,-0.32498433064925003,16185.3,10780.5,62583.6
872,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2720.0,0.0,250.0,False,65000,100.0,872,35829.4,-0.3217905776301554,16185.3,10780.5,62583.6
873,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2460.0,0.0,250.0,False,67500,100.0,873,35829.4,-0.332170274942213,16185.3,10780.5,62583.6
874,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2360.0,0.0,250.0,False,70000,100.0,874,35829.4,-0.3361624662160813,16185.3,10780.5,62583.6
875,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2340.0,0.0,250.0,False,72500,100.0,875,35829.4,-0.33696090447085497,16185.3,10780.5,62583.6
876,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2380.0,0.0,250.0,False,75000,100.0,876,35829.4,-0.33536402796130765,16185.3,10780.5,62583.6
877,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2580.0,0.0,250.0,False,77500,100.0,877,35829.4,-0.32737964541357106,16185.3,10780.5,62583.6
878,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2660.0,0.0,250.0,False,80000,100.0,878,35829.4,-0.3241858923944764,16185.3,10780.5,62583.6
879,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,133.33333333333334,2.0,250.0,False,2500,100.0,879,35829.4,-0.4250552585808824,16185.3,10780.5,62583.6
880,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,80.0,2.0,250.0,False,5000,100.0,880,35829.4,-0.4271844272602789,16185.3,10780.5,62583.6
881,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,140.0,2.0,250.0,False,7500,100.0,881,35829.4,-0.42478911249595785,16185.3,10780.5,62583.6
882,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,400.0,2.0,250.0,False,10000,100.0,882,35829.4,-0.4144094151839003,16185.3,10780.5,62583.6
883,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,520.0,2.0,250.0,False,12500,100.0,883,35829.4,-0.4096187856552583,16185.3,10780.5,62583.6
884,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,700.0,2.0,250.0,False,15000,100.0,884,35829.4,-0.40243284136229535,16185.3,10780.5,62583.6
885,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,600.0,2.0,250.0,False,17500,100.0,885,35829.4,-0.4064250326361637,16185.3,10780.5,62583.6
886,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,560.0,2.0,250.0,False,20000,100.0,886,35829.4,-0.40802190914571096,16185.3,10780.5,62583.6
887,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,480.0,2.0,250.0,False,22500,100.0,887,35829.4,-0.4112156621648056,16185.3,10780.5,62583.6
888,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,620.0,2.0,250.0,False,25000,100.0,888,35829.4,-0.40562659438139,16185.3,10780.5,62583.6
889,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,780.0,2.0,250.0,False,27500,100.0,889,35829.4,-0.3992390883432007,16185.3,10780.5,62583.6
890,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1060.0,2.0,250.0,False,30000,100.0,890,35829.4,-0.38806095277636937,16185.3,10780.5,62583.6
891,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1180.0,2.0,250.0,False,32500,100.0,891,35829.4,-0.3832703232477274,16185.3,10780.5,62583.6
892,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1340.0,2.0,250.0,False,35000,100.0,892,35829.4,-0.37688281720953815,16185.3,10780.5,62583.6
893,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1200.0,2.0,250.0,False,37500,100.0,893,35829.4,-0.38247188499295376,16185.3,10780.5,62583.6
894,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1200.0,2.0,250.0,False,40000,100.0,894,35829.4,-0.38247188499295376,16185.3,10780.5,62583.6
895,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1080.0,2.0,250.0,False,42500,100.0,895,35829.4,-0.3872625145215957,16185.3,10780.5,62583.6
896,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1080.0,2.0,250.0,False,45000,100.0,896,35829.4,-0.3872625145215957,16185.3,10780.5,62583.6
897,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1080.0,2.0,250.0,False,47500,100.0,897,35829.4,-0.3872625145215957,16185.3,10780.5,62583.6
898,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1380.0,2.0,250.0,False,50000,100.0,898,35829.4,-0.3752859406999908,16185.3,10780.5,62583.6
899,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1440.0,2.0,250.0,False,52500,100.0,899,35829.4,-0.3728906259356698,16185.3,10780.5,62583.6
900,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1560.0,2.0,250.0,False,55000,100.0,900,35829.4,-0.36809999640702784,16185.3,10780.5,62583.6
901,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1480.0,2.0,250.0,False,57500,100.0,901,35829.4,-0.3712937494261225,16185.3,10780.5,62583.6
902,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1660.0,2.0,250.0,False,60000,100.0,902,35829.4,-0.3641078051331596,16185.3,10780.5,62583.6
903,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1960.0,2.0,250.0,False,62500,100.0,903,35829.4,-0.3521312313115546,16185.3,10780.5,62583.6
904,80000.0,2368.0,False,0.95,crazy_climber,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2200.0,2.0,250.0,False,65000,100.0,904,35829.4,-0.34254997225427064,16185.3,10780.5,62583.6
