,ACTION-BUFFER-SIZE,ARK2,CLIP-REWARD,DISCOUNT,ENV,EPS-DECAY,EPSILON,EXPLORE,FRAMESTACK,K_ACT,K_EXP,M,PROJECTION,Reward,SEED,STATE-DIM,STICKY-ACTIONS,Step,TIME-SIG,Unnamed: 0,human,normalized_reward,rainbow,random,simple
1058,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,880.0,1.5,250.0,,45000,100.0,1058,3035.0,0.2775729131746564,779.3,52.0,51.2
1060,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,850.0,1.5,250.0,,47500,100.0,1060,3035.0,0.267515923566879,779.3,52.0,51.2
1062,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,890.0,1.5,250.0,,50000,100.0,1062,3035.0,0.28092524304391553,779.3,52.0,51.2
1064,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,930.0,1.5,250.0,,52500,100.0,1064,3035.0,0.2943345625209521,779.3,52.0,51.2
1066,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,920.0,1.5,250.0,,55000,100.0,1066,3035.0,0.2909822326516929,779.3,52.0,51.2
1068,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,960.0,1.5,250.0,,57500,100.0,1068,3035.0,0.3043915521287295,779.3,52.0,51.2
1070,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1030.0,1.5,250.0,,60000,100.0,1070,3035.0,0.32785786121354343,779.3,52.0,51.2
1072,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,900.0,1.5,250.0,,62500,100.0,1072,3035.0,0.2842775729131747,779.3,52.0,51.2
1074,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,900.0,1.5,250.0,,65000,100.0,1074,3035.0,0.2842775729131747,779.3,52.0,51.2
1076,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1000.0,1.5,250.0,,67500,100.0,1076,3035.0,0.31780087160576603,779.3,52.0,51.2
1078,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1035.0,1.5,250.0,,70000,100.0,1078,3035.0,0.3295340261481729,779.3,52.0,51.2
1080,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1050.0,1.5,250.0,,72500,100.0,1080,3035.0,0.3345625209520617,779.3,52.0,51.2
1082,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1060.0,1.5,250.0,,75000,100.0,1082,3035.0,0.33791485082132083,779.3,52.0,51.2
1084,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1080.0,1.5,250.0,,77500,100.0,1084,3035.0,0.3446195105598391,779.3,52.0,51.2
1086,80000.0,1152.0,,0.95,kangaroo,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1155.0,1.5,250.0,,80000,100.0,1086,3035.0,0.3697619845792826,779.3,52.0,51.2
1088,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1507.125,1.5,250.0,,2500,100.0,1088,2665.5,-0.0851288056206089,2851.5,1598.0,2204.8
1090,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1807.8125,1.5,250.0,,5000,100.0,1090,2665.5,0.1965456674473068,2851.5,1598.0,2204.8
1092,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1946.3,1.5,250.0,,7500,100.0,1092,2665.5,0.32627634660421523,2851.5,1598.0,2204.8
1094,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2072.45,1.5,250.0,,10000,100.0,1094,2665.5,0.4444496487119437,2851.5,1598.0,2204.8
1096,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2360.4,1.5,250.0,,12500,100.0,1096,2665.5,0.7141920374707261,2851.5,1598.0,2204.8
1098,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2722.9,1.5,250.0,,15000,100.0,1098,2665.5,1.0537704918032789,2851.5,1598.0,2204.8
1100,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2693.2,1.5,250.0,,17500,100.0,1100,2665.5,1.0259484777517562,2851.5,1598.0,2204.8
1102,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2832.1,1.5,250.0,,20000,100.0,1102,2665.5,1.1560655737704917,2851.5,1598.0,2204.8
1104,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2888.9,1.5,250.0,,22500,100.0,1104,2665.5,1.2092740046838408,2851.5,1598.0,2204.8
1106,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3007.75,1.5,250.0,,25000,100.0,1106,2665.5,1.320608899297424,2851.5,1598.0,2204.8
1108,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2987.15,1.5,250.0,,27500,100.0,1108,2665.5,1.3013114754098358,2851.5,1598.0,2204.8
1110,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2981.0,1.5,250.0,,30000,100.0,1110,2665.5,1.2955503512880562,2851.5,1598.0,2204.8
1112,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2942.35,1.5,250.0,,32500,100.0,1112,2665.5,1.2593442622950821,2851.5,1598.0,2204.8
1114,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2964.100000000001,1.5,250.0,,35000,100.0,1114,2665.5,1.2797189695550355,2851.5,1598.0,2204.8
1116,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3074.2,1.5,250.0,,37500,100.0,1116,2665.5,1.3828571428571428,2851.5,1598.0,2204.8
1118,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2949.05,1.5,250.0,,40000,100.0,1118,2665.5,1.2656206088992976,2851.5,1598.0,2204.8
1120,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2967.5999999999995,1.5,250.0,,42500,100.0,1120,2665.5,1.2829976580796247,2851.5,1598.0,2204.8
1122,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3248.7,1.5,250.0,,45000,100.0,1122,2665.5,1.5463231850117094,2851.5,1598.0,2204.8
1124,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3297.55,1.5,250.0,,47500,100.0,1124,2665.5,1.5920843091334895,2851.5,1598.0,2204.8
1126,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3270.600000000001,1.5,250.0,,50000,100.0,1126,2665.5,1.5668384074941455,2851.5,1598.0,2204.8
1128,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3339.65,1.5,250.0,,52500,100.0,1128,2665.5,1.6315222482435598,2851.5,1598.0,2204.8
1130,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3413.2000000000007,1.5,250.0,,55000,100.0,1130,2665.5,1.7004215456674476,2851.5,1598.0,2204.8
1132,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3254.5,1.5,250.0,,57500,100.0,1132,2665.5,1.5517564402810304,2851.5,1598.0,2204.8
1134,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3252.15,1.5,250.0,,60000,100.0,1134,2665.5,1.5495550351288052,2851.5,1598.0,2204.8
1136,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3327.8,1.5,250.0,,62500,100.0,1136,2665.5,1.6204215456674471,2851.5,1598.0,2204.8
1138,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3367.5,1.5,250.0,,65000,100.0,1138,2665.5,1.6576112412177986,2851.5,1598.0,2204.8
1140,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3273.9000000000005,1.5,250.0,,67500,100.0,1140,2665.5,1.5699297423887593,2851.5,1598.0,2204.8
1142,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3288.95,1.5,250.0,,70000,100.0,1142,2665.5,1.5840281030444965,2851.5,1598.0,2204.8
1144,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3482.5,1.5,250.0,,72500,100.0,1144,2665.5,1.7653395784543326,2851.5,1598.0,2204.8
1146,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3540.95,1.5,250.0,,75000,100.0,1146,2665.5,1.820093676814988,2851.5,1598.0,2204.8
1148,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3649.0,1.5,250.0,,77500,100.0,1148,2665.5,1.921311475409836,2851.5,1598.0,2204.8
1150,80000.0,3415.24,,0.95,krull,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3460.65,1.5,250.0,,80000,100.0,1150,2665.5,1.7448711943793909,2851.5,1598.0,2204.8
1152,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,618.75,1.5,250.0,,2500,100.0,1152,22736.3,0.01602692434312966,14346.1,258.5,14862.5
1154,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1565.0,1.5,250.0,,5000,100.0,1154,22736.3,0.058124015695486225,14346.1,258.5,14862.5
1156,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2400.0,1.5,250.0,,7500,100.0,1156,22736.3,0.0952717792666542,14346.1,258.5,14862.5
1158,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2845.0,1.5,250.0,,10000,100.0,1158,22736.3,0.11506909039140842,14346.1,258.5,14862.5
1160,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3245.0,1.5,250.0,,12500,100.0,1160,22736.3,0.13286442623388411,14346.1,258.5,14862.5
1162,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,4240.0,1.5,250.0,,15000,100.0,1162,22736.3,0.17713032414204238,14346.1,258.5,14862.5
1164,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,4280.0,1.5,250.0,,17500,100.0,1164,22736.3,0.17890985772628995,14346.1,258.5,14862.5
1166,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,4315.0,1.5,250.0,,20000,100.0,1166,22736.3,0.18046694961250656,14346.1,258.5,14862.5
1168,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,4200.0,1.5,250.0,,22500,100.0,1168,22736.3,0.17535079055779482,14346.1,258.5,14862.5
1170,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,5290.0,1.5,250.0,,25000,100.0,1170,22736.3,0.22384308072854106,14346.1,258.5,14862.5
1172,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,6170.0,1.5,250.0,,27500,100.0,1172,22736.3,0.2629928195819876,14346.1,258.5,14862.5
1174,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,6765.0,1.5,250.0,,30000,100.0,1174,22736.3,0.28946338164767016,14346.1,258.5,14862.5
1176,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,6885.0,1.5,250.0,,32500,100.0,1176,22736.3,0.2948019824004129,14346.1,258.5,14862.5
1178,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,7005.0,1.5,250.0,,35000,100.0,1178,22736.3,0.3001405831531556,14346.1,258.5,14862.5
1180,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,7045.0,1.5,250.0,,37500,100.0,1180,22736.3,0.30192011673740315,14346.1,258.5,14862.5
1182,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,6455.0,1.5,250.0,,40000,100.0,1182,22736.3,0.2756719963697515,14346.1,258.5,14862.5
1184,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8055.0,1.5,250.0,,42500,100.0,1184,22736.3,0.3468533397396543,14346.1,258.5,14862.5
1186,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9070.0,1.5,250.0,,45000,100.0,1186,22736.3,0.3920090044399363,14346.1,258.5,14862.5
1188,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9530.0,1.5,250.0,,47500,100.0,1188,22736.3,0.41247364065878334,14346.1,258.5,14862.5
1190,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8940.0,1.5,250.0,,50000,100.0,1190,22736.3,0.3862255202911317,14346.1,258.5,14862.5
1192,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9595.0,1.5,250.0,,52500,100.0,1192,22736.3,0.4153653827331856,14346.1,258.5,14862.5
1194,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10280.0,1.5,250.0,,55000,100.0,1194,22736.3,0.4458398953634253,14346.1,258.5,14862.5
1196,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8850.0,1.5,250.0,,57500,100.0,1196,22736.3,0.3822215697265747,14346.1,258.5,14862.5
1198,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8295.0,1.5,250.0,,60000,100.0,1198,22736.3,0.3575305412451397,14346.1,258.5,14862.5
1200,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8860.0,1.5,250.0,,62500,100.0,1200,22736.3,0.3826664531226366,14346.1,258.5,14862.5
1202,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9835.0,1.5,250.0,,65000,100.0,1202,22736.3,0.4260425842386711,14346.1,258.5,14862.5
1204,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10145.0,1.5,250.0,,67500,100.0,1204,22736.3,0.4398339695165897,14346.1,258.5,14862.5
1206,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,11070.0,1.5,250.0,,70000,100.0,1206,22736.3,0.4809856836523148,14346.1,258.5,14862.5
1208,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10875.0,1.5,250.0,,72500,100.0,1208,22736.3,0.4723104574291078,14346.1,258.5,14862.5
1210,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,11490.0,1.5,250.0,,75000,100.0,1210,22736.3,0.4996707862869142,14346.1,258.5,14862.5
1212,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,12510.0,1.5,250.0,,77500,100.0,1212,22736.3,0.5450488926852273,14346.1,258.5,14862.5
1214,80000.0,13604.0,,0.95,kung_fu_master,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,11960.0,1.5,250.0,,80000,100.0,1214,22736.3,0.5205803059018231,14346.1,258.5,14862.5
1216,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,402.0,1.5,250.0,,2500,100.0,1216,6951.6,0.014252818205078038,1204.1,307.3,1480.0
1218,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,453.0,1.5,250.0,,5000,100.0,1218,6951.6,0.021928570353536108,1204.1,307.3,1480.0
1220,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,797.0,1.5,250.0,,7500,100.0,1220,6951.6,0.07370227111960627,1204.1,307.3,1480.0
1222,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1027.5,1.5,250.0,,10000,100.0,1222,6951.6,0.10839366073175503,1204.1,307.3,1480.0
1224,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1096.5,1.5,250.0,,12500,100.0,1224,6951.6,0.11877850187378655,1204.1,307.3,1480.0
1226,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1191.5,1.5,250.0,,15000,100.0,1226,6951.6,0.13307647156209082,1204.1,307.3,1480.0
1228,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1421.5,1.5,250.0,,17500,100.0,1228,6951.6,0.16769260870219588,1204.1,307.3,1480.0
1230,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1574.5,1.5,250.0,,20000,100.0,1230,6951.6,0.1907198651475701,1204.1,307.3,1480.0
1232,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1609.5,1.5,250.0,,22500,100.0,1232,6951.6,0.1959875381906296,1204.1,307.3,1480.0
1234,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1679.0,1.5,250.0,,25000,100.0,1234,6951.6,0.2064476318047048,1204.1,307.3,1480.0
1236,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1794.5,1.5,250.0,,27500,100.0,1236,6951.6,0.22383095284680105,1204.1,307.3,1480.0
1238,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1782.0,1.5,250.0,,30000,100.0,1238,6951.6,0.2219496410457084,1204.1,307.3,1480.0
1240,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1856.5,1.5,250.0,,32500,100.0,1240,6951.6,0.23316225938022064,1204.1,307.3,1480.0
1242,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1908.0,1.5,250.0,,35000,100.0,1242,6951.6,0.2409132640007224,1204.1,307.3,1480.0
1244,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1985.0,1.5,250.0,,37500,100.0,1244,6951.6,0.25250214469545323,1204.1,307.3,1480.0
1246,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2098.5,1.5,250.0,,40000,100.0,1246,6951.6,0.2695844558493746,1204.1,307.3,1480.0
1248,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2159.5,1.5,250.0,,42500,100.0,1248,6951.6,0.27876525743870684,1204.1,307.3,1480.0
1250,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2198.0,1.5,250.0,,45000,100.0,1250,6951.6,0.28455969778607226,1204.1,307.3,1480.0
1252,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2222.5,1.5,250.0,,47500,100.0,1252,6951.6,0.2882470689162139,1204.1,307.3,1480.0
1254,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2232.5,1.5,250.0,,50000,100.0,1254,6951.6,0.28975211835708803,1204.1,307.3,1480.0
1256,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2286.5,1.5,250.0,,52500,100.0,1256,6951.6,0.29787938533780833,1204.1,307.3,1480.0
1258,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2310.0,1.5,250.0,,55000,100.0,1258,6951.6,0.3014162515238625,1204.1,307.3,1480.0
1260,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2359.0,1.5,250.0,,57500,100.0,1260,6951.6,0.30879099378414576,1204.1,307.3,1480.0
1262,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2317.5,1.5,250.0,,60000,100.0,1262,6951.6,0.3025450386045181,1204.1,307.3,1480.0
1264,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2295.0,1.5,250.0,,62500,100.0,1264,6951.6,0.29915867736255136,1204.1,307.3,1480.0
1266,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2312.0,1.5,250.0,,65000,100.0,1266,6951.6,0.30171726141203736,1204.1,307.3,1480.0
1268,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2310.5,1.5,250.0,,67500,100.0,1268,6951.6,0.30149150399590624,1204.1,307.3,1480.0
1270,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2335.5,1.5,250.0,,70000,100.0,1270,6951.6,0.3052541275980916,1204.1,307.3,1480.0
1272,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2407.5,1.5,250.0,,72500,100.0,1272,6951.6,0.3160904835723853,1204.1,307.3,1480.0
1274,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2399.5,1.5,250.0,,75000,100.0,1274,6951.6,0.314886444019686,1204.1,307.3,1480.0
1276,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2334.0,1.5,250.0,,77500,100.0,1276,6951.6,0.3050283701819605,1204.1,307.3,1480.0
1278,80000.0,4293.2,,0.95,ms_pacman,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2348.5,1.5,250.0,,80000,100.0,1278,6951.6,0.307210691871228,1204.1,307.3,1480.0
1280,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.5,1.5,250.0,,2500,100.0,1280,14.6,0.0056657223796034795,-19.3,-20.7,12.8
1282,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.55,1.5,250.0,,5000,100.0,1282,14.6,0.004249291784702509,-19.3,-20.7,12.8
1284,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.1,1.5,250.0,,7500,100.0,1284,14.6,0.01699716713881014,-19.3,-20.7,12.8
1286,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.05,1.5,250.0,,10000,100.0,1286,14.6,0.01841359773371111,-19.3,-20.7,12.8
1288,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.35,1.5,250.0,,12500,100.0,1288,14.6,0.00991501416430599,-19.3,-20.7,12.8
1290,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.5,1.5,250.0,,15000,100.0,1290,14.6,0.00566572237960338,-19.3,-20.7,12.8
1292,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.05,1.5,250.0,,17500,100.0,1292,14.6,0.01841359773371111,-19.3,-20.7,12.8
1294,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.15,1.5,250.0,,20000,100.0,1294,14.6,0.01558073654390927,-19.3,-20.7,12.8
1296,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.5,1.5,250.0,,22500,100.0,1296,14.6,0.00566572237960338,-19.3,-20.7,12.8
1298,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.450000000000006,1.5,250.0,,25000,100.0,1298,14.6,0.007082152974504149,-19.3,-20.7,12.8
1300,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.05,1.5,250.0,,27500,100.0,1300,14.6,0.01841359773371101,-19.3,-20.7,12.8
1302,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.4,1.5,250.0,,30000,100.0,1302,14.6,0.00849858356940512,-19.3,-20.7,12.8
1304,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.5,1.5,250.0,,32500,100.0,1304,14.6,0.00566572237960338,-19.3,-20.7,12.8
1306,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.1,1.5,250.0,,35000,100.0,1306,14.6,0.01699716713881014,-19.3,-20.7,12.8
1308,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.1,1.5,250.0,,37500,100.0,1308,14.6,0.01699716713881014,-19.3,-20.7,12.8
1310,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.2,1.5,250.0,,40000,100.0,1310,14.6,0.0141643059490085,-19.3,-20.7,12.8
1312,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.200000000000006,1.5,250.0,,42500,100.0,1312,14.6,0.0141643059490084,-19.3,-20.7,12.8
1314,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.3,1.5,250.0,,45000,100.0,1314,14.6,0.01133144475920676,-19.3,-20.7,12.8
1316,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.25,1.5,250.0,,47500,100.0,1316,14.6,0.01274787535410763,-19.3,-20.7,12.8
1318,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.15,1.5,250.0,,50000,100.0,1318,14.6,0.01558073654390927,-19.3,-20.7,12.8
1320,80000.0,-20.44,,0.95,pong,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-20.15,1.5,250.0,,52500,100.0,1320,14.6,0.015580736543909368,-19.3,-20.7,12.8
