,Step,Reward,ENV,ACTION-BUFFER-SIZE,PROJECTION,EXPLORE,K_EXP,K_ACT,DISCOUNT,EPSILON,EPS-DECAY,STATE-DIM,STICKY-ACTIONS,FRAMESTACK,CLIP-REWARD,M,TIME-SIG,SEED
226,7500,298.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
227,10000,260.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
228,12500,294.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
229,15000,197.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
230,17500,210.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
231,20000,235.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
232,22500,193.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
233,25000,252.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
234,27500,315.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
235,30000,222.6,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
236,32500,256.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
237,35000,260.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
238,37500,281.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
239,40000,268.8,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
240,42500,239.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
241,45000,289.8,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
242,47500,252.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
243,50000,277.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
244,52500,247.8,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
245,55000,176.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
246,57500,247.8,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
247,60000,218.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
